record_id,player_id,team_name,player_role,map_played,match_type,kills,assists,deaths,accuracy_percent,reaction_time_ms,fatigue_index,performance_score,win_probability,match_outcome,mvp_award,player_name,player_country,kd,rating,team_id,map_id,match_type_id,map_type,active_duty,best_of,match_date,date_year,date_month,date_quarter,date_day_of_week
1380,271,Bravos,Rifler,Overpass,Qualifier,18,7,13,44.91,242.63,0.04,52.05,0.87,Win,No,JOTA,Brazil,1.11,1.06,3,5,4,Bomb Defusal,0,1,03/11/2023,2023,11,4,Friday
1381,326,TheMongolz,Rifler,Inferno,Playoff,18,5,11,45.93,218.94,0.22,50.77,0.8,Win,No,Zilkenberg,Mongolia,1.09,1.05,2,2,1,Bomb Defusal,1,3,16/08/2023,2023,8,3,Wednesday
1382,235,spray'n'pray,AWPer,Inferno,Qualifier,13,6,5,55.14,218.03,0.4,50.57,0.9,Win,No,smike,Ukraine,1.08,1.07,6,2,4,Bomb Defusal,1,1,17/11/2023,2023,11,4,Friday
1383,387,Ground Zero,Rifler,Nuke,Final,18,11,12,61.31,258,0.57,59.95,1,Win,No,zemp,Australia,1.04,1.05,6,4,2,Bomb Defusal,1,5,11/05/2022,2022,5,2,Wednesday
1384,302,CLG,IGL,Mirage,Semi-Final,15,4,8,40.27,227.51,0.98,36.34,0.77,Win,No,koosta,United States,1.08,1.06,5,1,3,Bomb Defusal,1,3,22/05/2024,2024,5,2,Wednesday
1385,382,HellRaisers,AWPer,Mirage,Final,12,10,8,39.45,198.4,0.52,40.52,0.74,Win,No,Flarich,Latvia,1.1,1.05,5,1,2,Bomb Defusal,1,5,16/06/2022,2022,6,2,Thursday
1386,233,fnatic,AWPer,Inferno,Final,7,10,16,39.2,261.34,0.39,23.7,0.94,Win,No,Brollan,Sweden,1.09,1.07,5,2,2,Bomb Defusal,1,5,21/06/2024,2024,6,2,Friday
1387,138,Endpoint,Rifler,Mirage,Qualifier,11,6,8,41.53,237.02,0.31,37.66,0.82,Win,No,mezii,United Kingdom,1.15,1.09,1,1,4,Bomb Defusal,1,1,12/05/2024,2024,5,2,Sunday
1388,229,Demolition Crew,IGL,Nuke,Group Stage,11,9,8,29.56,212.16,0.74,30.38,0.92,Win,No,ayken,Germany,1.09,1.07,5,4,5,Bomb Defusal,1,1,29/08/2023,2023,8,3,Tuesday
1389,446,MVP PK,AWPer,Mirage,Qualifier,17,13,11,38.05,213.08,0.1,54.02,1,Win,No,stax,Korea,1.08,1.04,4,1,4,Bomb Defusal,1,1,19/02/2022,2022,2,1,Saturday
1390,475,HAVU,AWPer,Inferno,Qualifier,19,8,9,55.99,228.14,0.82,56.8,1,Win,No,sLowi,Finland,1.05,1.03,3,2,4,Bomb Defusal,1,1,31/03/2022,2022,3,1,Thursday
1391,184,Chaos,Entry Fragger,Mirage,Group Stage,15,9,17,47.4,204.49,0.63,39.4,0.87,Win,No,Xeppaa,United States,1.11,1.08,4,1,5,Bomb Defusal,1,1,23/05/2022,2022,5,2,Monday
1392,390,Jaguar,IGL,Nuke,Group Stage,10,4,7,39.8,249.99,0.64,30.5,0.78,Win,No,BRUNO,Peru,1.02,1.05,5,4,5,Bomb Defusal,1,1,28/09/2022,2022,9,3,Wednesday
1393,207,Valiance,IGL,Inferno,Group Stage,13,11,18,59.74,208.28,0.52,43.67,0.87,Win,No,jayzaR,Sweden,1.1,1.08,2,2,5,Bomb Defusal,1,1,24/01/2023,2023,1,1,Tuesday
1394,437,c0ntact,Rifler,Dust2,Final,16,10,10,43.46,256.84,0.03,53.43,0.9,Win,No,rigoN,Switzerland,1.01,1.04,2,3,2,Bomb Defusal,1,5,21/02/2023,2023,2,1,Tuesday
1395,162,Dignitas,Entry Fragger,Inferno,Playoff,16,7,11,51.52,225.03,0.91,44.66,0.91,Win,No,k0nfig,Denmark,1.09,1.09,4,2,1,Bomb Defusal,1,3,15/11/2023,2023,11,4,Wednesday
1396,192,VG.CyberZen,Rifler,Mirage,Semi-Final,15,13,13,36.56,188.18,0.87,39.58,1,Win,No,Savage,China,1.14,1.08,5,1,3,Bomb Defusal,1,3,23/03/2022,2022,3,1,Wednesday
1397,285,Signature,Rifler,Overpass,Semi-Final,18,11,8,58.46,210.69,0.16,66.63,1,Win,Yes,j9,Thailand,1.05,1.06,2,5,3,Bomb Defusal,0,3,23/03/2022,2022,3,1,Wednesday
1398,480,mouz NXT,Rifler,Mirage,Qualifier,20,8,7,42.75,243.56,0.36,58.77,1,Win,No,Szejn,Poland,1.03,1.03,6,1,4,Bomb Defusal,1,1,13/12/2022,2022,12,4,Tuesday
1399,161,River Plate,Rifler,Inferno,Semi-Final,22,9,10,45.01,195.15,0.71,58.4,1,Win,No,minimal,Argentina,1.14,1.09,3,2,3,Bomb Defusal,1,3,25/06/2023,2023,6,2,Sunday
1400,82,Dignitas,Entry Fragger,Mirage,Semi-Final,9,4,8,47.21,263.82,0.94,28.21,0.9,Win,No,f0rest,Sweden,1.17,1.11,6,1,3,Bomb Defusal,1,3,26/06/2022,2022,6,2,Sunday
1401,224,Virtus.pro,Rifler,Dust2,Semi-Final,15,11,6,37.52,274.37,0.48,48.96,1,Win,No,YEKINDAR,Latvia,1.07,1.07,2,3,3,Bomb Defusal,1,3,27/01/2024,2024,1,1,Saturday
1402,104,Party Astronauts,IGL,Dust2,Final,15,5,12,51.39,203.66,0.1,47.7,1,Win,No,Infinite,United States,1.14,1.11,3,3,2,Bomb Defusal,1,5,05/10/2023,2023,10,4,Thursday
1403,286,Sparta,Rifler,Inferno,Qualifier,16,10,6,44.32,200.42,0.25,55.66,1,Win,No,Ethan,United States,1.09,1.06,3,2,4,Bomb Defusal,1,1,22/11/2022,2022,11,4,Tuesday
1404,77,mousesports,Entry Fragger,Mirage,Final,11,10,6,38.27,274.79,0.92,35.94,0.77,Win,No,ropz,Estonia,1.2,1.12,2,1,2,Bomb Defusal,1,5,19/03/2024,2024,3,1,Tuesday
1405,450,Furious,IGL,Dust2,Qualifier,23,15,12,44.83,210.38,0.74,64.01,1,Win,Yes,JonY BoY,Argentina,1.06,1.04,4,3,4,Bomb Defusal,1,1,09/03/2023,2023,3,1,Thursday
1406,456,Third Impact,Rifler,Inferno,Group Stage,12,11,8,44.96,207.12,0.56,43.88,0.83,Win,No,tconnors,United States,1.07,1.03,6,2,5,Bomb Defusal,1,1,09/07/2022,2022,7,3,Saturday
1407,454,5POWER,IGL,Inferno,Semi-Final,17,12,11,53.88,181.91,0.16,60.34,1,Win,Yes,dobu,Mongolia,1.05,1.04,3,2,3,Bomb Defusal,1,3,09/04/2022,2022,4,2,Saturday
1408,476,Nexus,AWPer,Mirage,Final,17,6,6,36.62,224.8,0.58,46.51,0.91,Win,No,Blytz,Romania,1.03,1.03,5,1,2,Bomb Defusal,1,5,22/05/2023,2023,5,2,Monday
1409,206,Virtus.pro,Rifler,Overpass,Group Stage,11,4,7,45.74,165.69,0.92,32.67,0.95,Win,No,MICHU,Poland,1.1,1.08,4,5,5,Bomb Defusal,0,1,10/02/2022,2022,2,1,Thursday
1410,493,4glory,AWPer,Overpass,Semi-Final,14,7,15,49.73,218.92,0.3,41.86,0.84,Win,No,c0llins,Serbia,1.04,1.03,2,5,3,Bomb Defusal,0,3,07/11/2022,2022,11,4,Monday
1411,226,LDLC,Rifler,Inferno,Group Stage,14,9,12,54.89,229.85,0.39,48.55,1,Win,No,hAdji,France,1.11,1.07,1,2,5,Bomb Defusal,1,1,25/02/2024,2024,2,1,Sunday
1412,189,CLG Red,Rifler,Inferno,Qualifier,19,8,11,34.54,236.15,0.53,46.97,0.83,Win,No,potter,United States,1.11,1.08,4,2,4,Bomb Defusal,1,1,24/04/2024,2024,4,2,Wednesday
1413,227,DETONA,IGL,Dust2,Final,12,5,13,50.96,195.4,0.17,39.78,0.86,Win,No,NikoM,Argentina,1.11,1.07,4,3,2,Bomb Defusal,1,5,24/04/2023,2023,4,2,Monday
1414,177,mousesports,AWPer,Inferno,Final,13,15,8,32.62,186.53,0.39,45.41,0.96,Win,No,Troubley,Germany,1.1,1.08,6,2,2,Bomb Defusal,1,5,24/05/2024,2024,5,2,Friday
1415,270,K23,IGL,Overpass,Final,11,4,5,51.29,237.71,0.47,41.94,0.9,Win,No,fame,Russia,1.09,1.06,4,5,2,Bomb Defusal,0,5,31/05/2024,2024,5,2,Friday
1416,474,Entity,Rifler,Nuke,Qualifier,12,5,5,46.64,236.99,0.21,45.22,1,Win,No,Excali,India,1.06,1.03,1,4,4,Bomb Defusal,1,1,07/04/2022,2022,4,2,Thursday
1417,192,VG.CyberZen,Entry Fragger,Inferno,Group Stage,12,9,7,39.14,239.78,0.59,39.67,1,Win,No,Savage,China,1.14,1.08,1,2,5,Bomb Defusal,1,1,20/11/2022,2022,11,4,Sunday
1418,274,ViCi,Entry Fragger,Overpass,Final,17,5,11,55.48,232.53,0.03,55.44,1,Win,No,JeXeN,China,1.1,1.06,4,5,2,Bomb Defusal,0,5,19/03/2024,2024,3,1,Tuesday
1419,164,Renegades,Entry Fragger,Mirage,Semi-Final,17,9,15,36.14,220.74,0.9,37.07,0.89,Win,No,Hatz,Australia,1.14,1.09,5,1,3,Bomb Defusal,1,3,16/08/2023,2023,8,3,Wednesday
1420,290,MAD Lions,Entry Fragger,Mirage,Semi-Final,17,11,8,46.01,251.7,0.07,59.3,1,Win,No,sausol,Spain,1.09,1.06,3,1,3,Bomb Defusal,1,3,23/01/2024,2024,1,1,Tuesday
1421,419,QuetzaL,IGL,Overpass,Group Stage,14,7,10,52.45,244.74,0.04,50.83,1,Win,No,Chuti,Mexico,1.04,1.04,5,5,5,Bomb Defusal,0,1,06/03/2022,2022,3,1,Sunday
1422,385,NASR,Entry Fragger,Dust2,Final,21,4,7,40.78,149.47,0.46,54.79,0.95,Win,No,k1tkat,United Arab Emirates,1.05,1.05,5,3,2,Bomb Defusal,1,5,17/08/2022,2022,8,3,Wednesday
1423,246,Ground Zero,Entry Fragger,Mirage,Final,18,11,9,44.52,206.62,0.6,54.26,1,Win,No,NikkeZ,Australia,1.09,1.07,6,1,2,Bomb Defusal,1,5,11/05/2024,2024,5,2,Saturday
1424,427,Big 5,Rifler,Inferno,Qualifier,7,10,8,30.49,198.84,0.27,28.54,0.78,Win,No,takbok,South Africa,1.1,1.04,5,2,4,Bomb Defusal,1,1,18/02/2022,2022,2,1,Friday
1425,204,Bad News Bears,Rifler,Mirage,Semi-Final,12,18,13,66.38,193.37,0.6,56.19,1,Win,No,ptr,United States,1.15,1.08,1,1,3,Bomb Defusal,1,3,08/12/2022,2022,12,4,Thursday
1426,347,Invictus,Entry Fragger,Mirage,Final,19,9,9,49.06,285.1,0.96,52.93,1,Win,No,bottle,China,1.06,1.05,3,1,2,Bomb Defusal,1,5,04/04/2022,2022,4,2,Monday
1427,247,Case,Entry Fragger,Nuke,Final,16,8,9,36.32,192.83,0.81,41.06,0.64,Win,No,n1ssim,Brazil,1.11,1.07,3,4,2,Bomb Defusal,1,5,27/02/2024,2024,2,1,Tuesday
1428,386,LowLandLions,AWPer,Nuke,Semi-Final,15,11,13,53.8,167.38,0.92,45.7,0.99,Win,No,kajsk1ng,Netherlands,1.03,1.05,4,4,3,Bomb Defusal,1,3,22/06/2023,2023,6,2,Thursday
1429,271,Bravos,Rifler,Inferno,Playoff,14,8,12,46.1,211.1,0.5,42.05,1,Win,No,JOTA,Brazil,1.11,1.06,5,2,1,Bomb Defusal,1,3,02/05/2022,2022,5,2,Monday
1430,243,Imperial,Rifler,Mirage,Semi-Final,8,11,2,49.97,204.13,0.8,41.98,0.9,Win,No,EspiranTo,Lithuania,1.09,1.07,1,1,3,Bomb Defusal,1,3,13/06/2024,2024,6,2,Thursday
1431,28,TYLOO,IGL,Mirage,Group Stage,14,7,15,43.19,187.7,0.78,33.8,0.83,Win,No,BnTeT,Indonesia,1.24,1.16,2,1,5,Bomb Defusal,1,1,26/06/2023,2023,6,2,Monday
1432,79,Rooster,Entry Fragger,Nuke,Semi-Final,11,7,11,43.71,240.14,0.99,29.96,0.69,Win,No,chelleos,New Zealand,1.13,1.12,2,4,3,Bomb Defusal,1,3,12/05/2023,2023,5,2,Friday
1433,185,VERTEX,Entry Fragger,Mirage,Final,7,7,17,52.72,227.49,0.08,29.56,0.92,Win,No,pz,Australia,1.13,1.08,4,1,2,Bomb Defusal,1,5,27/01/2024,2024,1,1,Saturday
1434,193,SK,Rifler,Inferno,Final,12,15,6,46.7,227.04,0.31,53.25,1,Win,No,felps,Brazil,1.09,1.08,5,2,2,Bomb Defusal,1,5,12/01/2022,2022,1,1,Wednesday
1435,139,Extra Salt,Rifler,Nuke,Semi-Final,19,9,17,48.54,198.93,0.04,53.87,1,Win,No,oSee,United States,1.16,1.09,2,4,3,Bomb Defusal,1,3,06/11/2022,2022,11,4,Sunday
1436,311,Galaxy Racer,Entry Fragger,Inferno,Qualifier,16,9,12,44.43,235.14,0.67,44.52,0.88,Win,No,chawzyyy,Sweden,1.09,1.06,5,2,4,Bomb Defusal,1,1,21/03/2024,2024,3,1,Thursday
1437,125,ORDER,AWPer,Mirage,Group Stage,17,7,12,36.38,228.06,0.4,43.19,0.91,Win,No,aliStair,Australia,1.17,1.1,2,1,5,Bomb Defusal,1,1,13/08/2022,2022,8,3,Saturday
1438,492,pro100,IGL,Nuke,Final,20,9,9,39.45,192.69,0.02,59.52,0.94,Win,No,AiyvaN,Ukraine,1.05,1.03,5,4,2,Bomb Defusal,1,5,18/04/2023,2023,4,2,Tuesday
1439,253,ATK,Rifler,Nuke,Final,23,9,8,45.92,205.58,0.52,64.76,1,Win,Yes,blackpoisoN,South Africa,1.09,1.07,2,4,2,Bomb Defusal,1,5,09/06/2023,2023,6,2,Friday
1440,75,SJ,Entry Fragger,Nuke,Playoff,10,7,8,57.09,232.14,0.06,46.95,0.89,Win,No,Jamppi,Finland,1.16,1.12,6,4,1,Bomb Defusal,1,3,05/09/2022,2022,9,3,Monday
1441,490,Natus Vincere,Rifler,Mirage,Final,13,11,7,52.58,204.21,0.65,49.79,1,Loss,No,flamie,Russia,1.06,1.03,1,1,2,Bomb Defusal,1,5,08/04/2024,2024,4,2,Monday
1442,201,GODSENT,AWPer,Overpass,Qualifier,15,7,12,40.66,230.71,0.01,45.23,0.82,Win,No,b4rtiN,Brazil,1.13,1.08,2,5,4,Bomb Defusal,0,1,08/01/2024,2024,1,1,Monday
1443,465,Aequus,AWPer,Dust2,Final,18,5,11,63.03,258.56,0.8,53.52,1,Win,No,shushan,Israel,1.06,1.03,4,3,2,Bomb Defusal,1,5,16/09/2022,2022,9,3,Friday
1444,109,Paradox,Rifler,Inferno,Group Stage,15,9,15,49.87,219.52,0.51,43.84,0.93,Win,No,ekul,Australia,1.13,1.1,5,2,5,Bomb Defusal,1,1,08/12/2023,2023,12,4,Friday
1445,339,fnatic,Entry Fragger,Overpass,Final,9,7,15,31.48,171.83,0.89,16.84,0.73,Win,No,KRIMZ,Sweden,1.11,1.05,2,5,2,Bomb Defusal,0,5,21/09/2022,2022,9,3,Wednesday
1446,425,Liquid,Entry Fragger,Mirage,Final,16,9,9,35.45,249.46,0.48,44.93,1,Win,No,Hiko,United States,1.1,1.04,2,1,2,Bomb Defusal,1,5,21/12/2022,2022,12,4,Wednesday
1447,7,ViCi,Entry Fragger,Overpass,Group Stage,15,8,12,46.65,272.33,0.44,44.93,1,Win,No,Kaze,Malaysia,1.32,1.2,2,5,5,Bomb Defusal,0,1,06/04/2022,2022,4,2,Wednesday
1448,460,CLG,Rifler,Dust2,Playoff,20,7,9,34.46,230.56,0.02,55.03,0.85,Win,No,tarik,United States,1.05,1.03,1,3,1,Bomb Defusal,1,3,31/03/2023,2023,3,1,Friday
1449,269,Secret fe,Entry Fragger,Mirage,Qualifier,20,13,18,51.24,189.24,0.91,51.52,1,Win,No,vilga,Russia,1.09,1.06,4,1,4,Bomb Defusal,1,1,12/04/2022,2022,4,2,Tuesday
1450,230,Sharks,Entry Fragger,Inferno,Final,17,9,8,37.93,201.87,0.29,51.07,1,Win,No,pancc,Brazil,1.09,1.07,3,2,2,Bomb Defusal,1,5,27/07/2023,2023,7,3,Thursday
1451,481,AVANT,Entry Fragger,Overpass,Playoff,16,4,9,50.23,204.72,0.86,43.51,0.79,Win,No,zedzke,Australia,1.05,1.03,3,5,1,Bomb Defusal,0,3,05/01/2023,2023,1,1,Thursday
1452,128,Born Of Fire,Rifler,Nuke,Semi-Final,18,4,12,33.43,216.83,0.71,37.62,0.8,Win,No,Zac,Vietnam,1.13,1.1,1,4,3,Bomb Defusal,1,3,09/10/2022,2022,10,4,Sunday
1453,12,3DMAX,IGL,Inferno,Qualifier,7,8,11,38.07,199.74,0.2,28.04,0.87,Win,No,cLy,Germany,1.26,1.18,2,2,4,Bomb Defusal,1,1,31/10/2022,2022,10,4,Monday
1454,69,nerdRage,Rifler,Nuke,Group Stage,18,6,6,49.23,214.82,0.04,60.21,1,Win,Yes,jOELZ,Finland,1.17,1.12,6,4,5,Bomb Defusal,1,1,11/01/2024,2024,1,1,Thursday
1455,198,Bravado,Rifler,Nuke,Semi-Final,17,8,11,39.87,279.14,0.97,41.23,0.87,Win,No,Detrony,South Africa,1.13,1.08,3,4,3,Bomb Defusal,1,3,18/07/2023,2023,7,3,Tuesday
1456,433,DenDD,Rifler,Dust2,Playoff,18,6,8,48.3,222.24,0.62,51.95,0.92,Win,No,KAB0M,Sweden,1.08,1.04,1,3,1,Bomb Defusal,1,3,28/04/2023,2023,4,2,Friday
1457,428,Ground Zero,Rifler,Dust2,Qualifier,14,4,8,51.27,203.03,0.16,48.04,1,Win,No,deStiny,Australia,1.02,1.04,3,3,4,Bomb Defusal,1,1,16/12/2022,2022,12,4,Friday
1458,456,Third Impact,Entry Fragger,Nuke,Qualifier,13,8,10,53.73,227.76,0.93,41.56,0.89,Win,No,tconnors,United States,1.07,1.03,1,4,4,Bomb Defusal,1,1,11/05/2022,2022,5,2,Wednesday
1459,379,TeamOne,IGL,Mirage,Group Stage,11,7,9,47.22,290.33,0.43,39.31,0.89,Win,No,malbsMd,Guatemala,1.03,1.05,2,1,5,Bomb Defusal,1,1,27/02/2023,2023,2,1,Monday
1460,233,fnatic,Entry Fragger,Mirage,Semi-Final,14,9,11,55.41,297.62,0.9,44.7,0.94,Win,No,Brollan,Sweden,1.09,1.07,5,1,3,Bomb Defusal,1,3,01/12/2023,2023,12,4,Friday
1461,285,Signature,AWPer,Inferno,Group Stage,11,10,8,40.78,194.58,0.02,44.19,1,Win,No,j9,Thailand,1.05,1.06,1,2,5,Bomb Defusal,1,1,13/02/2022,2022,2,1,Sunday
1462,490,Natus Vincere,Rifler,Inferno,Qualifier,14,8,8,43.74,212.44,0.91,40.77,0.75,Win,No,flamie,Russia,1.06,1.03,2,2,4,Bomb Defusal,1,1,22/09/2022,2022,9,3,Thursday
1463,168,TYLOO,Entry Fragger,Dust2,Playoff,20,6,12,48.73,196.73,0.71,51.26,0.98,Win,No,Attacker,China,1.13,1.09,3,3,1,Bomb Defusal,1,3,31/10/2023,2023,10,4,Tuesday
1464,35,DETONA,Rifler,Mirage,Playoff,17,11,8,62.68,243.37,0.11,67.24,1,Win,Yes,vsm,Brazil,1.19,1.15,3,1,1,Bomb Defusal,1,3,01/12/2022,2022,12,4,Thursday
1465,62,Legacy,Rifler,Overpass,Playoff,15,12,4,44.99,192.84,0.71,53.4,0.91,Win,No,mattcd,Australia,1.21,1.12,1,5,1,Bomb Defusal,0,3,11/09/2022,2022,9,3,Sunday
1466,471,NIP,Rifler,Mirage,Qualifier,9,8,5,37.33,228.13,0.79,31.77,0.82,Win,No,Plopski,Sweden,1.06,1.03,5,1,4,Bomb Defusal,1,1,23/09/2023,2023,9,3,Saturday
1467,272,Liquid,AWPer,Inferno,Final,14,12,9,43.59,230.61,0.47,48.09,0.99,Win,No,Grim,United States,1.07,1.06,4,2,2,Bomb Defusal,1,5,02/02/2024,2024,2,1,Friday
1468,305,Lucid Dream,Entry Fragger,Inferno,Playoff,20,8,12,34.09,205.65,0.34,49.65,1,Win,No,JohnOlsen,Thailand,1.07,1.06,1,2,1,Bomb Defusal,1,3,22/04/2024,2024,4,2,Monday
1469,484,TeamOne,Entry Fragger,Mirage,Semi-Final,15,8,10,31.19,267.99,0.65,37.09,0.87,Win,No,Maluk3,Brazil,1.08,1.03,1,1,3,Bomb Defusal,1,3,25/02/2022,2022,2,1,Friday
1470,279,iBUYPOWER,AWPer,Overpass,Semi-Final,22,11,13,50,202.83,0.58,61.2,1,Win,Yes,DaZeD,United States,1.1,1.06,6,5,3,Bomb Defusal,0,3,08/11/2023,2023,11,4,Wednesday
1471,17,MAD Lions,AWPer,Overpass,Group Stage,11,5,12,55.48,250.41,0.35,39.24,0.65,Win,No,Woro2k,Ukraine,1.22,1.17,5,5,5,Bomb Defusal,0,1,29/05/2022,2022,5,2,Sunday
1472,372,D13,Rifler,Overpass,Final,23,12,9,39.87,196.66,0.35,65.44,1,Win,Yes,Annihilation,Mongolia,1.1,1.05,1,5,2,Bomb Defusal,0,5,26/08/2022,2022,8,3,Friday
1473,386,LowLandLions,Rifler,Dust2,Final,18,7,12,52.81,255.73,0.01,57.3,0.99,Win,No,kajsk1ng,Netherlands,1.03,1.05,3,3,2,Bomb Defusal,1,5,20/04/2022,2022,4,2,Wednesday
1474,140,LDLC,IGL,Nuke,Qualifier,11,8,12,40.19,223.77,0.23,35.8,0.75,Win,No,KQLY,France,1.12,1.09,5,4,4,Bomb Defusal,1,1,26/02/2022,2022,2,1,Saturday
1475,194,Binary Dragons,IGL,Inferno,Playoff,19,10,8,33.89,246.26,0.65,50.45,1,Win,No,DJOXiC,Serbia,1.15,1.08,2,2,1,Bomb Defusal,1,3,02/05/2022,2022,5,2,Monday
1476,153,HAVU,AWPer,Overpass,Playoff,19,4,10,39.81,231.72,0.37,48.2,0.84,Win,No,ZOREE,Finland,1.16,1.09,6,5,1,Bomb Defusal,0,3,29/07/2023,2023,7,3,Saturday
1477,82,Dignitas,Rifler,Inferno,Group Stage,10,7,14,47.77,224.21,0.56,31.29,0.66,Win,No,f0rest,Sweden,1.17,1.11,4,2,5,Bomb Defusal,1,1,09/12/2023,2023,12,4,Saturday
1478,430,Rogue Academy,Rifler,Mirage,Playoff,22,7,13,39.65,156.78,0.34,54.43,1,Win,No,shadow,Sweden,1.09,1.04,3,1,1,Bomb Defusal,1,3,27/08/2023,2023,8,3,Sunday
1479,370,Triumph,IGL,Mirage,Group Stage,14,4,9,49.36,201.89,0.13,46.38,0.98,Win,No,3ARK00Z,Jordan,1.05,1.05,3,1,5,Bomb Defusal,1,1,23/02/2022,2022,2,1,Wednesday
1480,326,TheMongolz,Rifler,Inferno,Qualifier,13,6,6,51.34,201.01,0.28,48.87,1,Win,No,Zilkenberg,Mongolia,1.09,1.05,2,2,4,Bomb Defusal,1,1,22/12/2023,2023,12,4,Friday
1481,9,Station7,IGL,Mirage,Group Stage,19,8,7,44.77,215.16,0.9,52.39,0.98,Win,No,sterling,New Zealand,1.33,1.19,4,1,5,Bomb Defusal,1,1,22/01/2022,2022,1,1,Saturday
1482,152,Astralis,Rifler,Inferno,Playoff,18,7,10,34.42,253.5,0.39,46.31,0.99,Win,No,Magisk,Denmark,1.15,1.09,3,2,1,Bomb Defusal,1,3,30/03/2022,2022,3,1,Wednesday
1483,465,Aequus,IGL,Inferno,Final,15,5,5,44.66,219.48,0.51,47.23,0.98,Win,No,shushan,Israel,1.06,1.03,6,2,2,Bomb Defusal,1,5,11/10/2023,2023,10,4,Wednesday
1484,63,Latvia,Rifler,Nuke,Group Stage,10,7,6,33.1,226.06,0.46,32.95,0.68,Win,No,prelideN,Latvia,1.09,1.12,3,4,5,Bomb Defusal,1,1,29/05/2022,2022,5,2,Sunday
1485,51,Santos,Entry Fragger,Mirage,Group Stage,13,6,9,48.89,185.15,0.54,42.05,0.89,Win,No,keiz,Brazil,1.28,1.13,4,1,5,Bomb Defusal,1,1,31/12/2022,2022,12,4,Saturday
1486,455,Freedom 35,AWPer,Dust2,Semi-Final,10,6,15,42.63,198.17,0.47,27.61,0.9,Win,No,4sh0t,United States,1.08,1.03,1,3,3,Bomb Defusal,1,3,22/04/2024,2024,4,2,Monday
1487,329,BIG,AWPer,Nuke,Group Stage,12,7,10,39.21,280.56,0.22,38.41,0.87,Win,No,tabseN,Germany,1.05,1.05,4,4,5,Bomb Defusal,1,1,27/05/2024,2024,5,2,Monday
1488,466,DBL PONEY,Rifler,Mirage,Semi-Final,17,9,6,27.31,247.62,0.33,47.36,1,Win,No,afro,France,1.07,1.03,2,1,3,Bomb Defusal,1,3,16/10/2022,2022,10,4,Sunday
1489,148,GODSENT,Rifler,Overpass,Playoff,12,5,11,56.04,199.9,0.43,41.72,0.94,Win,No,zehN,Finland,1.13,1.09,2,5,1,Bomb Defusal,0,3,17/03/2023,2023,3,1,Friday
1490,443,ONYX,Entry Fragger,Nuke,Group Stage,12,9,10,61.2,227.12,0.51,48.5,0.88,Win,No,DiMKE,Serbia,1.06,1.04,5,4,5,Bomb Defusal,1,1,22/06/2023,2023,6,2,Thursday
1491,322,Rise Nation,Rifler,Inferno,Qualifier,17,7,15,48.3,215.17,0.65,43.65,0.79,Win,No,Ace,India,1.09,1.05,4,2,4,Bomb Defusal,1,1,20/08/2022,2022,8,3,Saturday
1492,87,Lucid Dream,AWPer,Mirage,Playoff,19,8,11,46.26,198.33,0.45,53.63,1,Win,No,PTC,Thailand,1.18,1.11,3,1,1,Bomb Defusal,1,3,01/10/2023,2023,10,4,Sunday
1493,173,Control,Rifler,Dust2,Playoff,12,13,12,35.67,199.38,0.24,40.44,0.85,Win,No,husK,Australia,1.07,1.09,2,3,1,Bomb Defusal,1,3,15/04/2024,2024,4,2,Monday
1494,272,Liquid,Rifler,Dust2,Group Stage,9,6,9,42.99,240.63,0.83,28.2,0.72,Win,No,Grim,United States,1.07,1.06,4,3,5,Bomb Defusal,1,1,03/07/2022,2022,7,3,Sunday
1495,126,Bren,AWPer,Mirage,Qualifier,17,8,11,51.96,167.69,0.39,53.08,0.95,Win,No,witz,Philippines,1.17,1.1,5,1,4,Bomb Defusal,1,1,13/03/2023,2023,3,1,Monday
1496,465,Aequus,AWPer,Nuke,Playoff,12,15,12,49.12,228.74,0.2,49.56,0.88,Win,No,shushan,Israel,1.06,1.03,1,4,1,Bomb Defusal,1,3,22/04/2024,2024,4,2,Monday
1497,482,Rejected,AWPer,Mirage,Group Stage,14,4,9,42.02,177.4,0.97,34.31,1,Win,No,LEEROY,Chile,1.03,1.03,1,1,5,Bomb Defusal,1,1,29/03/2022,2022,3,1,Tuesday
1498,299,Isurus,Rifler,Inferno,Playoff,17,6,18,45.52,249.84,0.41,40.66,0.83,Win,No,L!nKz^,Chile,1.11,1.06,2,2,1,Bomb Defusal,1,3,09/06/2022,2022,6,2,Thursday
1499,447,4glory,Rifler,Dust2,Final,11,8,11,45.45,191.39,0.68,34.92,0.81,Win,No,dEE,Serbia,1.07,1.04,5,3,2,Bomb Defusal,1,5,10/01/2023,2023,1,1,Tuesday
1500,166,GORILLAZ,AWPer,Dust2,Playoff,11,7,7,42.62,224.3,0.67,36.61,0.68,Win,No,ritchiEE,Belgium,1.13,1.09,5,3,1,Bomb Defusal,1,3,21/11/2022,2022,11,4,Monday
1501,391,SK,Entry Fragger,Mirage,Qualifier,18,4,10,38.65,252.85,0.98,39.53,1,Loss,No,SandeN,Denmark,1.06,1.05,1,1,4,Bomb Defusal,1,1,17/10/2023,2023,10,4,Tuesday
1502,311,Galaxy Racer,Rifler,Overpass,Semi-Final,17,6,14,48.23,239.1,0.82,41.91,0.98,Win,No,chawzyyy,Sweden,1.09,1.06,6,5,3,Bomb Defusal,0,3,30/06/2022,2022,6,2,Thursday
